,Time,FlowRate,Pressure_SA,Pressure_abd
0,0.0,0.11302601865566608,0.20447563535193772,0.10608075423951402
1,0.002004008016032064,0.12220416114642979,0.21670613559161425,0.1127528015380356
2,0.004008016032064128,0.1313823036371935,0.22893663583129079,0.11942484883655684
3,0.0060120240480961915,0.14101518756531536,0.24191620478682302,0.1260968961350784
4,0.008016032064128256,0.15114320772866102,0.2550159626362655,0.1327689434336
5,0.01002004008016032,0.16128084317841276,0.2678232180245951,0.14126018047451333
6,0.012024048096192383,0.17237039198236434,0.280398985560061,0.15164489354816765
7,0.014028056112224447,0.1834599407863159,0.29456426674845615,0.16202960662182161
8,0.01603206412825651,0.1950982025824125,0.30962898827531377,0.1730353350459411
9,0.018036072144288574,0.2073104680405484,0.32469370980217305,0.18490281141788847
10,0.02004008016032064,0.2195227334986843,0.3393868718566956,0.19677028778983618
11,0.022044088176352703,0.2323251450044195,0.3538173042200714,0.20836488088719568
12,0.024048096192384766,0.24514739712909805,0.3688820257469296,0.2198593350457367
13,0.026052104208416832,0.2583029811155277,0.38394674727378775,0.23254633539621297
14,0.028056112224448895,0.2718722614748452,0.3990114688006465,0.24682602208153018
15,0.03006012024048096,0.2854415418341628,0.4147051433547427,0.26083835189483934
16,0.03206412825651302,0.29968973743841965,0.4304248527740722,0.2729755520210973
17,0.03406813627254509,0.31395357894644743,0.4461445621933987,0.28511275214735493
18,0.03607214428857715,0.32859605766583455,0.4630287104787577,0.29881771192865747
19,0.038076152304609215,0.34368986075852187,0.48005839568303293,0.31344555267982027
20,0.04008016032064128,0.3587836638512092,0.4970880808872994,0.3277852109883329
21,0.04208416833667334,0.3740304319322788,0.5130467944139956,0.341529276033885
22,0.044088176352705406,0.3892878431525986,0.5287665038333249,0.35527334107943703
23,0.04609218436873747,0.40467598778532526,0.5444862132526536,0.370798818189645
24,0.04809619238476953,0.4202494212493764,0.5602059226719925,0.38668721676542644
25,0.0501002004008016,0.4358228547134275,0.575925632091332,0.40232292853124435
26,0.052104208416833664,0.45160321471465803,0.591645341510661,0.41779307750623157
27,0.05410821643286573,0.4673956302554834,0.60736505092999,0.43330850783841185
28,0.05611222444889779,0.4833281925486158,0.6232670761633035,0.44898081078711544
29,0.058116232464929855,0.4994513892439546,0.640296761367583,0.464653113735819
30,0.06012024048096192,0.5155745859392934,0.6565358764596276,0.48112118015720884
31,0.06212424849699398,0.5313547648590524,0.6721223129406542,0.4976578656142157
32,0.06412825651302605,0.5470978532063208,0.6858770586825635,0.5145102849110947
33,0.06613226452905811,0.5627641924216809,0.7000268294146227,0.5315019085303759
34,0.06813627254509018,0.5783059229249479,0.7145238947680117,0.5472224498897948
35,0.07014028056112225,0.5938476534282149,0.7286999869597478,0.5617010817555972
36,0.0721442885771543,0.6091141006040154,0.7426730619991514,0.5763989871980273
37,0.07414829659318636,0.6243541246454768,0.7564662087867557,0.5933906108173088
38,0.07615230460921843,0.6395172555328943,0.7698570723661844,0.6103822344365907
39,0.0781563126252505,0.6545607012741894,0.7832431064596289,0.6259316325972826
40,0.08016032064128256,0.6696041470154845,0.7957606528490992,0.6413190822193834
41,0.08216432865731463,0.6839258806614902,0.8082781992385693,0.6561082529689954
42,0.08416833667334668,0.6981396718885969,0.8195695780595692,0.6707360937201626
43,0.08617234468937875,0.7121360681828677,0.8303404900691053,0.6854903757470266
44,0.08817635270541081,0.7257262930265375,0.8411114020786449,0.7003793320475703
45,0.09018036072144288,0.7393165178702072,0.8518823140881895,0.7152210641591321
46,0.09218436873747494,0.7523005489074522,0.8625702680969315,0.7298489049102986
47,0.09418837675350701,0.76520183474394,0.8724678629165088,0.7444767456614655
48,0.09619238476953906,0.7778949329198974,0.882365457736086,0.7572716051994235
49,0.09819639278557113,0.7902157130989047,0.8915389253852299,0.7698105215555047
50,0.1002004008016032,0.8025364932779119,0.9005216164819896,0.7819496897384309
51,0.10220440881763526,0.8139729876644803,0.9093534042363962,0.7937922979628163
52,0.10420841683366733,0.8252377382987776,0.9168857649998264,0.8056214417151626
53,0.1062124248496994,0.8362417118798957,0.9244181257632567,0.8174143136444348
54,0.10821643286573146,0.8466814934814926,0.9319231212514972,0.829207185573707
55,0.11022044088176351,0.8571212750830893,0.9386185530412127,0.8400642203893683
56,0.11222444889779558,0.8669396039074001,0.9453139848309284,0.8502530968009846
57,0.11422845691382764,0.8766459940326969,0.9520094166206441,0.8604419732126005
58,0.11623246492985971,0.8860001255837673,0.9575434810744892,0.8702295656917983
59,0.11823647294589178,0.8946263167241871,0.9622276369115605,0.8796350954552526
60,0.12024048096192384,0.9032525078646068,0.9669117927486323,0.889040625218707
61,0.1222444889779559,0.9111666649274031,0.9715959485857036,0.897893305166278
62,0.12424849699398796,0.9189081681607575,0.9758839338324058,0.9060454802926897
63,0.12625250501002003,0.9263507439121278,0.979449979024755,0.9141976554191013
64,0.1282565130260521,0.9332028606503838,0.9830160242171041,0.9223498305455131
65,0.13026052104208416,0.94005497738864,0.9865820694094529,0.928910391710894
66,0.13226452905811623,0.9462465847009485,0.9901481146018026,0.9354483979865617
67,0.1342685370741483,0.9522881033838497,0.9923545214111005,0.9419864042622298
68,0.13627254509018036,0.9580350625742435,0.9941011557910261,0.9485244105378975
69,0.13827655310621242,0.9630732412862522,0.9958477901709518,0.9539295734348892
70,0.1402805611222445,0.9681114199982609,0.9975944245508769,0.9589831773752576
