,conv_type,it,node,t,pred
98,gconv,0,60,0.19639278948307037,0.35693663358688354
99,gconv,0,60,0.19839680194854736,0.3517996668815613
100,gconv,0,60,0.20040081441402435,0.3465339243412018
101,gconv,0,60,0.20240482687950134,0.34086930751800537
102,gconv,0,60,0.20440882444381714,0.33443528413772583
103,gconv,0,60,0.20641283690929413,0.3279537856578827
104,gconv,0,60,0.20841683447360992,0.32152771949768066
105,gconv,0,60,0.21042084693908691,0.31482258439064026
106,gconv,0,60,0.2124248445034027,0.3080746829509735
107,gconv,0,60,0.2144288569688797,0.30140912532806396
108,gconv,0,60,0.2164328694343567,0.29437798261642456
109,gconv,0,60,0.21843686699867249,0.28748375177383423
110,gconv,0,60,0.22044087946414948,0.28068897128105164
111,gconv,0,60,0.22244489192962646,0.2735855281352997
112,gconv,0,60,0.22444890439510345,0.26664015650749207
113,gconv,0,60,0.22645291686058044,0.2598591446876526
114,gconv,0,60,0.22845691442489624,0.25305047631263733
115,gconv,0,60,0.23046092689037323,0.2462615966796875
116,gconv,0,60,0.23246493935585022,0.23959439992904663
117,gconv,0,60,0.23446893692016602,0.23357611894607544
118,gconv,0,60,0.236472949385643,0.23123754560947418
119,gconv,0,60,0.23847696185112,0.2313205450773239
120,gconv,0,60,0.2404809594154358,0.22898134589195251
121,gconv,0,60,0.24248497188091278,0.22702641785144806
122,gconv,0,60,0.24448896944522858,0.2255021333694458
123,gconv,0,60,0.24649298191070557,0.22317782044410706
124,gconv,0,60,0.24849699437618256,0.22086043655872345
125,gconv,0,60,0.25050100684165955,0.21874360740184784
126,gconv,0,60,0.25250500440597534,0.21448960900306702
127,gconv,0,60,0.25450900197029114,0.21056072413921356
128,gconv,0,60,0.2565130293369293,0.20669086277484894
129,gconv,0,60,0.2585170269012451,0.20327000319957733
130,gconv,0,60,0.2605210542678833,0.20328256487846375
131,gconv,0,60,0.2625250518321991,0.20334351062774658
132,gconv,0,60,0.2645290493965149,0.20265699923038483
133,gconv,0,60,0.2665330767631531,0.20190560817718506
134,gconv,0,60,0.26853707432746887,0.20050327479839325
135,gconv,0,60,0.27054107189178467,0.19884388148784637
136,gconv,0,60,0.27254509925842285,0.19697564840316772
137,gconv,0,60,0.27454909682273865,0.1955355554819107
138,gconv,0,60,0.27655312418937683,0.19402796030044556
139,gconv,0,60,0.2785571217536926,0.19269277155399323
140,gconv,0,60,0.2805611193180084,0.19144710898399353
141,gconv,0,60,0.2825651466846466,0.18969149887561798
142,gconv,0,60,0.2845691442489624,0.18757490813732147
143,gconv,0,60,0.2865731418132782,0.18521293997764587
144,gconv,0,60,0.2885771691799164,0.18182134628295898
145,gconv,0,60,0.2905811667442322,0.1796811819076538
146,gconv,0,60,0.29258519411087036,0.17682847380638123
147,gconv,0,60,0.29458919167518616,0.17370912432670593
148,gconv,0,60,0.29659318923950195,0.16991524398326874
149,gconv,0,60,0.29859721660614014,0.1650949865579605
150,gconv,0,60,0.30060121417045593,0.1601095199584961
151,gconv,0,60,0.30260521173477173,0.15573973953723907
152,gconv,0,60,0.3046092092990875,0.15145719051361084
153,gconv,0,60,0.3066132068634033,0.14637288451194763
154,gconv,0,60,0.3086172342300415,0.1395045667886734
155,gconv,0,60,0.3106212317943573,0.13226141035556793
156,gconv,0,60,0.3126252293586731,0.12579578161239624
157,gconv,0,60,0.3146292567253113,0.11961895227432251
158,gconv,0,60,0.3166332542896271,0.1129472404718399
159,gconv,0,60,0.31863725185394287,0.10525072365999222
160,gconv,0,60,0.32064127922058105,0.09768353402614594
161,gconv,0,60,0.32264527678489685,0.09091442823410034
162,gconv,0,60,0.32464930415153503,0.08390706032514572
163,gconv,0,60,0.32665330171585083,0.07754456251859665
164,gconv,0,60,0.3286572992801666,0.07207997143268585
165,gconv,0,60,0.3306613266468048,0.06705532968044281
166,gconv,0,60,0.3326653242111206,0.06235628202557564
167,gconv,0,60,0.3346693217754364,0.058148372918367386
168,gconv,0,60,0.3366733491420746,0.0546465665102005
169,gconv,0,60,0.3386773467063904,0.05164245516061783
170,gconv,0,60,0.34068137407302856,0.049264661967754364
171,gconv,0,60,0.34268537163734436,0.047108981758356094
172,gconv,0,60,0.34468936920166016,0.04496610537171364
173,gconv,0,60,0.34669339656829834,0.042934924364089966
174,gconv,0,60,0.34869739413261414,0.04086669161915779
175,gconv,0,60,0.35070139169692993,0.03873951733112335
176,gconv,0,60,0.3527054190635681,0.036390598863363266
177,gconv,0,60,0.3547094166278839,0.03396681696176529
178,gconv,0,60,0.3567134439945221,0.03156512603163719
179,gconv,0,60,0.3587174415588379,0.029471885412931442
180,gconv,0,60,0.3607214391231537,0.027627216652035713
181,gconv,0,60,0.36272546648979187,0.026057515293359756
182,gconv,0,60,0.36472946405410767,0.02483578585088253
183,gconv,0,60,0.36673346161842346,0.02391163446009159
184,gconv,0,60,0.36873748898506165,0.023435985669493675
185,gconv,0,60,0.37074148654937744,0.023082144558429718
186,gconv,0,60,0.3727455139160156,0.02307857945561409
187,gconv,0,60,0.3747495114803314,0.023509545251727104
188,gconv,0,60,0.3767535090446472,0.02404855005443096
189,gconv,0,60,0.3787575364112854,0.02496919222176075
190,gconv,0,60,0.3807615339756012,0.02632984146475792
191,gconv,0,60,0.382765531539917,0.028392985463142395
192,gconv,0,60,0.3847695589065552,0.03140411525964737
193,gconv,0,60,0.38677355647087097,0.03533535078167915
194,gconv,0,60,0.38877758383750916,0.038475152105093
195,gconv,0,60,0.39078158140182495,0.0355670191347599
196,gconv,0,60,0.39278557896614075,0.02944333851337433
197,gconv,0,60,0.39478960633277893,0.025939876213669777
198,gconv,0,60,0.3967936038970947,0.02502385713160038
199,gconv,0,60,0.3987976014614105,0.025690510869026184
200,gconv,0,60,0.4008015990257263,0.026427317410707474
201,gconv,0,60,0.4028055965900421,0.026898041367530823
202,gconv,0,60,0.4048096239566803,0.027162332087755203
203,gconv,0,60,0.4068136215209961,0.0270864125341177
204,gconv,0,60,0.4088176190853119,0.027048025280237198
205,gconv,0,60,0.4108216464519501,0.026407528668642044
206,gconv,0,60,0.41282564401626587,0.025699472054839134
207,gconv,0,60,0.41482964158058167,0.02487153559923172
208,gconv,0,60,0.41683366894721985,0.024072516709566116
209,gconv,0,60,0.41883766651153564,0.023426903411746025
210,gconv,0,60,0.42084169387817383,0.022517820820212364
211,gconv,0,60,0.4228456914424896,0.02174273505806923
212,gconv,0,60,0.4248496890068054,0.021156730130314827
213,gconv,0,60,0.4268537163734436,0.02061382494866848
214,gconv,0,60,0.4288577139377594,0.019957611337304115
215,gconv,0,60,0.4308617115020752,0.01920788362622261
216,gconv,0,60,0.4328657388687134,0.01856083981692791
217,gconv,0,60,0.4348697364330292,0.018023597076535225
218,gconv,0,60,0.43687376379966736,0.017512617632746696
219,gconv,0,60,0.43887776136398315,0.017055243253707886
220,gconv,0,60,0.44088175892829895,0.016647325828671455
221,gconv,0,60,0.44288578629493713,0.016343913972377777
222,gconv,0,60,0.44488978385925293,0.016073405742645264
223,gconv,0,60,0.4468937814235687,0.01581626757979393
224,gconv,0,60,0.4488978087902069,0.015576494857668877
225,gconv,0,60,0.4509018063545227,0.015374405309557915
226,gconv,0,60,0.4529058337211609,0.015195305459201336
227,gconv,0,60,0.4549098312854767,0.015016483142971992
228,gconv,0,60,0.4569138288497925,0.01484550628811121
229,gconv,0,60,0.45891785621643066,0.014663619920611382
230,gconv,0,60,0.46092185378074646,0.014528544619679451
231,gconv,0,60,0.46292585134506226,0.01438742596656084
232,gconv,0,60,0.46492987871170044,0.014226758852601051
233,gconv,0,60,0.46693387627601624,0.014067389070987701
234,gconv,0,60,0.4689379036426544,0.01388827245682478
235,gconv,0,60,0.4709419012069702,0.01370471902191639
236,gconv,0,60,0.472945898771286,0.013515965081751347
237,gconv,0,60,0.4749499261379242,0.013314280658960342
238,gconv,0,60,0.47695392370224,0.013114424422383308
239,gconv,0,60,0.4789579212665558,0.012907429598271847
240,gconv,0,60,0.4809619188308716,0.012700309045612812
241,gconv,0,60,0.4829659163951874,0.01249590516090393
242,gconv,0,60,0.48496994376182556,0.012294919230043888
243,gconv,0,60,0.48697394132614136,0.012096567079424858
244,gconv,0,60,0.48897793889045715,0.011911205016076565
245,gconv,0,60,0.49098196625709534,0.011731911450624466
246,gconv,0,60,0.49298596382141113,0.011562829837203026
247,gconv,0,60,0.49498996138572693,0.011415460146963596
248,gconv,0,60,0.4969939887523651,0.011269334703683853
249,gconv,0,60,0.4989979863166809,0.011157010681927204
250,gconv,0,60,0.5010020136833191,0.011058979667723179
251,gconv,0,60,0.5030060410499573,0.010976568795740604
252,gconv,0,60,0.5050100088119507,0.010933722369372845
253,gconv,0,60,0.5070140361785889,0.010898122563958168
254,gconv,0,60,0.509018063545227,0.01090746559202671
255,gconv,0,60,0.5110220313072205,0.010938812978565693
256,gconv,0,60,0.5130260586738586,0.010794410482048988
257,gconv,0,60,0.5150300860404968,0.010691714473068714
258,gconv,0,60,0.5170340538024902,0.010595862753689289
259,gconv,0,60,0.5190380811691284,0.010549100115895271
260,gconv,0,60,0.5210421085357666,0.010464285500347614
261,gconv,0,60,0.52304607629776,0.010349106974899769
262,gconv,0,60,0.5250501036643982,0.010271160863339901
263,gconv,0,60,0.5270541310310364,0.01019173301756382
264,gconv,0,60,0.5290580987930298,0.010139639489352703
265,gconv,0,60,0.531062126159668,0.010097052901983261
266,gconv,0,60,0.5330660939216614,0.010056759230792522
267,gconv,0,60,0.5350701212882996,0.010036342777311802
268,gconv,0,60,0.5370741486549377,0.010006128810346127
269,gconv,0,60,0.5390781164169312,0.009976714849472046
270,gconv,0,60,0.5410821437835693,0.009926164522767067
271,gconv,0,60,0.5430861711502075,0.009859957732260227
272,gconv,0,60,0.5450901985168457,0.009779442101716995
273,gconv,0,60,0.5470942258834839,0.009677068330347538
274,gconv,0,60,0.5490981936454773,0.009531372226774693
275,gconv,0,60,0.5511022210121155,0.009352571330964565
276,gconv,0,60,0.5531062483787537,0.009160780347883701
277,gconv,0,60,0.5551102161407471,0.008941744454205036
278,gconv,0,60,0.5571142435073853,0.00869942270219326
279,gconv,0,60,0.5591182708740234,0.008442392572760582
280,gconv,0,60,0.5611222386360168,0.00816152710467577
281,gconv,0,60,0.563126266002655,0.007871044799685478
282,gconv,0,60,0.5651302337646484,0.0075556430965662
283,gconv,0,60,0.5671342611312866,0.007262041792273521
284,gconv,0,60,0.5691382884979248,0.006980503909289837
285,gconv,0,60,0.5711422562599182,0.006707715801894665
286,gconv,0,60,0.5731462836265564,0.006447732914239168
287,gconv,0,60,0.5751503109931946,0.0061935861594974995
288,gconv,0,60,0.577154278755188,0.006104706786572933
289,gconv,0,60,0.5791583061218262,0.006027934607118368
290,gconv,0,60,0.5811622738838196,0.005979814101010561
291,gconv,0,60,0.5831663012504578,0.005943660158663988
292,gconv,0,60,0.585170328617096,0.005852490197867155
293,gconv,0,60,0.5871742963790894,0.005690442863851786
294,gconv,0,60,0.5891783237457275,0.005554342642426491
295,gconv,0,60,0.5911823511123657,0.005447272676974535
296,gconv,0,60,0.5931863784790039,0.005364188924431801
297,gconv,0,60,0.5951904058456421,0.005361319985240698
298,gconv,0,60,0.5971943736076355,0.0053973873145878315
299,gconv,0,60,0.5991984009742737,0.005415304563939571
300,gconv,0,60,0.6012024283409119,0.005421428009867668
301,gconv,0,60,0.6032063961029053,0.005432853475213051
302,gconv,0,60,0.6052104234695435,0.00544652808457613
303,gconv,0,60,0.6072144508361816,0.005460004787892103
304,gconv,0,60,0.609218418598175,0.005452847108244896
305,gconv,0,60,0.6112224459648132,0.005430715158581734
306,gconv,0,60,0.6132264137268066,0.005456241313368082
307,gconv,0,60,0.6152304410934448,0.005501981824636459
308,gconv,0,60,0.617234468460083,0.005551143549382687
309,gconv,0,60,0.6192384362220764,0.005589527077972889
310,gconv,0,60,0.6212424635887146,0.005620572250336409
311,gconv,0,60,0.6232464909553528,0.005551885813474655
312,gconv,0,60,0.6252504587173462,0.005454122554510832
313,gconv,0,60,0.6272544860839844,0.005358356051146984
314,gconv,0,60,0.6292584538459778,0.005254792049527168
315,gconv,0,60,0.631262481212616,0.005146864801645279
316,gconv,0,60,0.6332665085792542,0.005041210446506739
317,gconv,0,60,0.6352704763412476,0.004924192558974028
318,gconv,0,60,0.6372745037078857,0.0048112706281244755
319,gconv,0,60,0.6392785310745239,0.00469853263348341
320,gconv,0,60,0.6412825584411621,0.004638546612113714
321,gconv,0,60,0.6432865858078003,0.004604726564139128
322,gconv,0,60,0.6452905535697937,0.004567069932818413
323,gconv,0,60,0.6472945809364319,0.004532319959253073
324,gconv,0,60,0.6492986083030701,0.004497431684285402
325,gconv,0,60,0.6513025760650635,0.004462681710720062
326,gconv,0,60,0.6533066034317017,0.004430020228028297
327,gconv,0,60,0.6553106307983398,0.004394518211483955
328,gconv,0,60,0.657314658164978,0.004360856022685766
329,gconv,0,60,0.6593186855316162,0.004338499624282122
330,gconv,0,60,0.6613226532936096,0.004327894654124975
331,gconv,0,60,0.6633266806602478,0.004318116698414087
332,gconv,0,60,0.665330708026886,0.004308726638555527
333,gconv,0,60,0.6673346757888794,0.0043000574223697186
334,gconv,0,60,0.6693387031555176,0.0042831371538341045
335,gconv,0,60,0.6713427305221558,0.004265266470611095
336,gconv,0,60,0.6733466982841492,0.0042468407191336155
337,gconv,0,60,0.6753507256507874,0.0042327893897891045
338,gconv,0,60,0.6773546934127808,0.004214102867990732
339,gconv,0,60,0.679358720779419,0.004183548968285322
340,gconv,0,60,0.6813627481460571,0.004154661204665899
341,gconv,0,60,0.6833667159080505,0.004125545267015696
342,gconv,0,60,0.6853707432746887,0.004100596997886896
343,gconv,0,60,0.6873747706413269,0.004070226568728685
344,gconv,0,60,0.6893787384033203,0.004039034713059664
345,gconv,0,60,0.6913827657699585,0.00401263264939189
346,gconv,0,60,0.6933867335319519,0.00398773979395628
347,gconv,0,60,0.6953907608985901,0.003969699144363403
348,gconv,0,60,0.6973947882652283,0.003952661529183388
349,gconv,0,60,0.6993987560272217,0.003937413450330496
350,gconv,0,60,0.7014027833938599,0.003920244053006172
351,gconv,0,60,0.703406810760498,0.003903330536559224
352,gconv,0,60,0.7054108381271362,0.003888046368956566
353,gconv,0,60,0.7074148654937744,0.0038687221240252256
354,gconv,0,60,0.7094188332557678,0.0038512800820171833
355,gconv,0,60,0.711422860622406,0.003836248070001602
356,gconv,0,60,0.7134268879890442,0.0038213785737752914
357,gconv,0,60,0.7154308557510376,0.003798928577452898
358,gconv,0,60,0.7174348831176758,0.0037748022004961967
359,gconv,0,60,0.719438910484314,0.003752724267542362
360,gconv,0,60,0.7214428782463074,0.0037334118969738483
361,gconv,0,60,0.7234469056129456,0.0037075241561979055
362,gconv,0,60,0.725450873374939,0.0036633603740483522
363,gconv,0,60,0.7274549007415771,0.003622360061854124
364,gconv,0,60,0.7294589281082153,0.0035866107791662216
365,gconv,0,60,0.7314628958702087,0.0035532719921320677
366,gconv,0,60,0.7334669232368469,0.0035209902562201023
367,gconv,0,60,0.7354709506034851,0.00349157745949924
368,gconv,0,60,0.7374749183654785,0.003462159773334861
369,gconv,0,60,0.7394789457321167,0.003439494175836444
370,gconv,0,60,0.7414829134941101,0.0034465231001377106
371,gconv,0,60,0.7434869408607483,0.003453328274190426
372,gconv,0,60,0.7454909682273865,0.003459084779024124
373,gconv,0,60,0.7474949359893799,0.003461225423961878
374,gconv,0,60,0.7494989633560181,0.0034625513944774866
375,gconv,0,60,0.7515029907226562,0.0034627141430974007
376,gconv,0,60,0.7535070180892944,0.0034626172855496407
377,gconv,0,60,0.7555110454559326,0.003462376771494746
378,gconv,0,60,0.757515013217926,0.00346271600574255
379,gconv,0,60,0.7595190405845642,0.0034432262182235718
380,gconv,0,60,0.7615230679512024,0.0034089554101228714
381,gconv,0,60,0.7635270357131958,0.0033754026517271996
382,gconv,0,60,0.765531063079834,0.0033443241845816374
383,gconv,0,60,0.7675350904464722,0.0033313834574073553
384,gconv,0,60,0.7695390582084656,0.0033500429708510637
385,gconv,0,60,0.7715430855751038,0.0033673695288598537
386,gconv,0,60,0.7735470533370972,0.0033834101632237434
387,gconv,0,60,0.7755510807037354,0.003395642386749387
388,gconv,0,60,0.7775551080703735,0.003407294861972332
389,gconv,0,60,0.7795590758323669,0.003391494508832693
390,gconv,0,60,0.7815631031990051,0.0033570313826203346
391,gconv,0,60,0.7835671305656433,0.003324269549921155
392,gconv,0,60,0.7855711579322815,0.0032917619682848454
393,gconv,0,60,0.7875751852989197,0.003259695367887616
394,gconv,0,60,0.7895791530609131,0.0032703762408345938
395,gconv,0,60,0.7915831804275513,0.0032814291771501303
396,gconv,0,60,0.7935872077941895,0.00328813586384058
397,gconv,0,60,0.7955911755561829,0.003295486094430089
398,gconv,0,60,0.797595202922821,0.0033045983873307705
399,gconv,0,60,0.7995992302894592,0.003317025490105152
400,gconv,0,60,0.8016031980514526,0.0033325643744319677
401,gconv,0,60,0.8036072254180908,0.0033497579861432314
402,gconv,0,60,0.8056111931800842,0.003368360223248601
403,gconv,0,60,0.8076152205467224,0.0033530101645737886
404,gconv,0,60,0.8096192479133606,0.0033287450205534697
405,gconv,0,60,0.811623215675354,0.003300254000350833
406,gconv,0,60,0.8136272430419922,0.0032712577376514673
407,gconv,0,60,0.8156312704086304,0.0032436964102089405
408,gconv,0,60,0.8176352977752686,0.0032099445816129446
409,gconv,0,60,0.8196393251419067,0.0031778474804013968
410,gconv,0,60,0.8216432929039001,0.0031489385291934013
411,gconv,0,60,0.8236473202705383,0.0031204698607325554
412,gconv,0,60,0.8256513476371765,0.0030955092515796423
413,gconv,0,60,0.8276553153991699,0.0030718266498297453
414,gconv,0,60,0.8296593427658081,0.003049800405278802
415,gconv,0,60,0.8316633701324463,0.003031105501577258
416,gconv,0,60,0.8336673378944397,0.003012692788615823
417,gconv,0,60,0.8356713652610779,0.002997124567627907
418,gconv,0,60,0.8376753330230713,0.002982630394399166
419,gconv,0,60,0.8396793603897095,0.0029675231780856848
420,gconv,0,60,0.8416833877563477,0.002955465344712138
421,gconv,0,60,0.8436873555183411,0.002944114152342081
422,gconv,0,60,0.8456913828849792,0.0029355892911553383
423,gconv,0,60,0.8476954102516174,0.0029287098441272974
424,gconv,0,60,0.8496993780136108,0.002923006424680352
425,gconv,0,60,0.851703405380249,0.002919123275205493
426,gconv,0,60,0.8537073731422424,0.0029158859979361296
427,gconv,0,60,0.8557114005088806,0.002913876436650753
428,gconv,0,60,0.8577154278755188,0.0029127183370292187
429,gconv,0,60,0.8597193956375122,0.0029120121616870165
430,gconv,0,60,0.8617234230041504,0.0029103178530931473
431,gconv,0,60,0.8637274503707886,0.0029010577127337456
432,gconv,0,60,0.8657314777374268,0.0028924979269504547
433,gconv,0,60,0.8677355051040649,0.002884406130760908
434,gconv,0,60,0.8697394728660583,0.0028770838398486376
435,gconv,0,60,0.8717435002326965,0.0028639486990869045
436,gconv,0,60,0.8737475275993347,0.0028494284488260746
437,gconv,0,60,0.8757514953613281,0.00283590005710721
438,gconv,0,60,0.8777555227279663,0.0028243660926818848
439,gconv,0,60,0.8797595500946045,0.0028150412254035473
440,gconv,0,60,0.8817635178565979,0.002811267739161849
441,gconv,0,60,0.8837675452232361,0.0028077196329832077
442,gconv,0,60,0.8857715129852295,0.0027997579891234636
443,gconv,0,60,0.8877755403518677,0.0027896834071725607
444,gconv,0,60,0.8897795677185059,0.0027783529367297888
445,gconv,0,60,0.8917835354804993,0.0027622210327535868
446,gconv,0,60,0.8937875628471375,0.0027439817786216736
447,gconv,0,60,0.8957915902137756,0.00271963095292449
448,gconv,0,60,0.897795557975769,0.00269374274648726
449,gconv,0,60,0.8997995853424072,0.002667167456820607
450,gconv,0,60,0.9018035531044006,0.002637147670611739
451,gconv,0,60,0.9038075804710388,0.0026086620055139065
452,gconv,0,60,0.905811607837677,0.0025789544451981783
453,gconv,0,60,0.9078155755996704,0.002548739081248641
454,gconv,0,60,0.9098196029663086,0.002518885536119342
455,gconv,0,60,0.9118236303329468,0.002488312777131796
456,gconv,0,60,0.913827657699585,0.00245954398997128
457,gconv,0,60,0.9158316850662231,0.0024310469161719084
458,gconv,0,60,0.9178356528282166,0.0024029731284826994
459,gconv,0,60,0.9198396801948547,0.0023756090085953474
460,gconv,0,60,0.9218437075614929,0.0023505310527980328
461,gconv,0,60,0.9238476753234863,0.0023265047930181026
462,gconv,0,60,0.9258517026901245,0.0023049069568514824
463,gconv,0,60,0.9278557300567627,0.002284951275214553
464,gconv,0,60,0.9298596978187561,0.002265776740387082
465,gconv,0,60,0.9318637251853943,0.0022478140890598297
466,gconv,0,60,0.9338676929473877,0.002226878423243761
467,gconv,0,60,0.9358717203140259,0.0022098287008702755
468,gconv,0,60,0.9378757476806641,0.0021948269568383694
469,gconv,0,60,0.9398797154426575,0.0021829314064234495
470,gconv,0,60,0.9418837428092957,0.002189052291214466
471,gconv,0,60,0.9438877701759338,0.002196225570514798
472,gconv,0,60,0.945891797542572,0.0022104892414063215
473,gconv,0,60,0.9478958249092102,0.0022305429447442293
474,gconv,0,60,0.9498997926712036,0.002264450304210186
475,gconv,0,60,0.9519038200378418,0.0023264738265424967
476,gconv,0,60,0.95390784740448,0.0023959819227457047
477,gconv,0,60,0.9559118151664734,0.002485218457877636
478,gconv,0,60,0.9579158425331116,0.002596347825601697
479,gconv,0,60,0.9599198698997498,0.0027563690673559904
480,gconv,0,60,0.9619238376617432,0.0029731702525168657
481,gconv,0,60,0.9639278650283813,0.0032140144612640142
482,gconv,0,60,0.9659318327903748,0.0035002687945961952
483,gconv,0,60,0.9679358601570129,0.0038520758971571922
484,gconv,0,60,0.9699398875236511,0.004273190163075924
485,gconv,0,60,0.9719438552856445,0.00479402719065547
486,gconv,0,60,0.9739478826522827,0.005364362150430679
487,gconv,0,60,0.9759519100189209,0.006051527801901102
488,gconv,0,60,0.9779559373855591,0.0069184801541268826
489,gconv,0,60,0.9799599647521973,0.00791092123836279
490,gconv,0,60,0.9819639325141907,0.009149525314569473
491,gconv,0,60,0.9839679598808289,0.010537181049585342
492,gconv,0,60,0.985971987247467,0.012120112776756287
493,gconv,0,60,0.9879759550094604,0.013940881006419659
494,gconv,0,60,0.9899799823760986,0.015858298167586327
495,gconv,0,60,0.9919840097427368,0.018060462549328804
496,gconv,0,60,0.9939879775047302,0.02029287815093994
